listing_id,status,property_type,title,price_usd,price_period,bedrooms,bathrooms,area_sqm,furnished,community_id,district_id,governorate_id,agency,agent_name,listing_url,scraped_at_utc
RWI-RHA590,buy,Apartment,Apartment for sale in Achrafieh,272000,USD,1,2,85,no,969,28,2,Ray White Lebanon,Ralph Hajjar,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RHA590/apartment-for-sale-achrafieh-lebanon-RWI-RHA590,1770714816
DW-DS-757,buy,Duplex,Under-Construction Duplex with  Garden – Delivery in 2 Years,280000,USD,2,2,260,no,484,27,3,Dwelling,Samer jabbour,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-757/duplex-for-sale-aabrine-lebanon-DW-DS-757,1770714816
RWR-MN45,buy,Apartment,Exclusive - Apartment for sale in Kornet Chahwan,370000,USD,3,3,230,no,684,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-MN45/apartment-for-sale-kornet-chehwan-lebanon-RWR-MN45,1770714816
BL-BL2331828,rent,Apartment,Gorgeous Sunny Property | Amazing location,3500,USD / month,3,4,310,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2331828/apartment-for-rent-achrafieh-lebanon-BL-BL2331828,1770714816
BL-BL2122961,rent,Apartment,Spacious | Gorgeous | Open View | 7 Balconies,2700,USD / month,3,4,320,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2122961/apartment-for-rent-achrafieh-lebanon-BL-BL2122961,1770714816
DW-DS-958,buy,Apartment,Elegant Duplex with Unblockable Sea View in Prime Biyada,499977,USD,3,4,270,yes,796,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-958/apartment-for-sale-el-biyada-lebanon-DW-DS-958,1770714816
RWR-RG261,rent,Apartment,Apartment with terrace for rent in Biyada,2500,USD / month,3,4,360,no,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/rent-properties-lebanon/RWR-RG261/apartment-for-rent-el-biyada-lebanon-RWR-RG261,1770714816
RWR-cj600,commercial_buy,Shop,Shop in Zalka street for sale,210000,USD,,1,130,no,1086,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWR-cj600/shop-commercial-for-sale-zalka-lebanon-RWR-cj600,1770714816
RWR-RG256,rent,Apartment,Apartment for rent in Mtayleb,2000,USD / month,3,3,260,yes,760,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/rent-properties-lebanon/RWR-RG256/apartment-for-rent-mtayleb-lebanon-RWR-RG256,1770714816
RWR-CM40,rent,Apartment,Apartment for rent in Antelias,1200,USD / month,2,4,130,yes,829,24,6,Ray White Rabieh,Imad Hindawy,https://www.realestate.com.lb/en/rent-properties-lebanon/RWR-CM40/apartment-for-rent-antelias-lebanon-RWR-CM40,1770714816
HERO-S739,buy,Apartment,Beautiful Apartment | Large Terrace | Prime Location,750000,USD,3,4,310,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S739/apartment-for-sale-achrafieh-lebanon-HERO-S739,1770714816
RWI-TM270,commercial_rent,Shop,Restaurant for rent in Zouk Mikael,1250,USD / month,,1,150,partly,290,32,6,Ray White Lebanon,Tarek Masri,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-TM270/shop-commercial-for-rent-zouk-mikael-lebanon-RWI-TM270,1770714817
DW-DS-867,buy,Apartment,Full-Floor Apartment with Rooftop Chalet in Prime Mtaileb,880000,USD,3,4,479,yes,760,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-867/apartment-for-sale-mtayleb-lebanon-DW-DS-867,1770714817
DW-DS-894,buy,Villa,Villa with Panoramic Views in Prime Hbous Area,650000,USD,3,5,550,yes,612,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-894/villa-for-sale-hbous-lebanon-DW-DS-894,1770714817
RWI-EA396,commercial_buy,Store,A Prime Commercial Opportunity in New Raouda,150000,USD,6,1,440,no,761,24,6,Ray White Lebanon,Ray White Lebanon,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-EA396/store-commercial-for-sale-new-rawda-lebanon-RWI-EA396,1770714817
RWI-NM204,rent,Apartment,Apartment for rent in Hazmieh (Terrace),1500,USD / month,3,5,260,no,74,15,6,Ray White Lebanon,Nicolas Moukheiber,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-NM204/apartment-for-rent-hazmieh-lebanon-RWI-NM204,1770714817
RWR-RG247,rent,Apartment,Duplex with terrace for rent in Biyada,1500,USD / month,3,3,250,yes,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/rent-properties-lebanon/RWR-RG247/apartment-for-rent-el-biyada-lebanon-RWR-RG247,1770714817
BL-BL2123926,rent,Apartment,Sea View | Terrace | Private Garden | Gym,2500,USD / month,3,3,350,yes,1337,24,6,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2123926/apartment-for-rent-ain-saadeh-lebanon-BL-BL2123926,1770714817
RWI-RK118,commercial_buy,Land,Land for Sale in Qornit El Hamra,650000,USD,,,2017,no,1012,24,6,Ray White Lebanon,Ray White Lebanon,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-RK118/land-commercial-for-sale-qornet-el-hamra-lebanon-RWI-RK118,1770714817
BL-BL2119747,buy,Apartment,Great Finishing | Modern | Pool & Gym,800000,USD,3,3,215,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2119747/apartment-for-sale-achrafieh-lebanon-BL-BL2119747,1770714817
BL-BL2120092,commercial_rent,Office Space,Amazing Office | Prime Location | Well secured,5000,USD / month,10,5,515,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/commercial-properties-lebanon/BL-BL2120092/office_space-commercial-for-rent-achrafieh-lebanon-BL-BL2120092,1770714817
RWV-MF178,commercial_buy,Office Space,Shop and Office for Sale in Verdun,800000,USD,2,1,240,no,795,28,2,Ray White Verdun,Mohamad Ftouny,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWV-MF178/office_space-commercial-for-sale-verdun-lebanon-RWV-MF178,1770714817
RWI-RO91,buy,Villa,Luxurious Villa for sale in Jamhour,2500000,USD,4,8,1300,partly,1163,15,6,Ray White Lebanon,Roy Hachem,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RO91/villa-for-sale-jamhour-lebanon-RWI-RO91,1770714817
BL-BL-BL2122382,rent,Apartment,Spacious Modern Living | Great Area,3500,USD / month,3,3,250,no,759,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL-BL2122382/apartment-for-rent-hamra-lebanon-BL-BL-BL2122382,1770714817
HERO-S732,buy,Apartment,Modern & Gorgeous | Large Terrace | Sea View,950000,USD,2,3,255,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S732/apartment-for-sale-achrafieh-lebanon-HERO-S732,1770714817
RWR-cj523,buy,Apartment,New apartment in Zalka for sale,170000,USD,2,2,124,no,1086,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-cj523/apartment-for-sale-zalka-lebanon-RWR-cj523,1770714817
RWR-PS96,buy,Apartment,Apartment for sale in Kornet Chehwan -Beit El Kikko-,285000,USD,3,4,165,no,684,24,6,Ray White Rabieh,Rashid Daou,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-PS96/apartment-for-sale-kornet-chehwan-lebanon-RWR-PS96,1770714817
BL-BL2333959,buy,Loft,Modern | Luxurious l Amazing to Own,1000000,USD,2,3,220,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2333959/loft-for-sale-achrafieh-lebanon-BL-BL2333959,1770714817
RWI-RO83,buy,Apartment,Apartment for sale in Louaizeh,320000,USD,3,4,180,no,1200,15,6,Ray White Lebanon,Roy Hachem,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RO83/apartment-for-sale-louaizeh-lebanon-RWI-RO83,1770714817
RWI-RO60,buy,Villa,Villa for Sale in Jamhour | Pool | Garden,1250000,USD,6,8,1000,no,1163,15,6,Ray White Lebanon,Roy Hachem,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RO60/villa-for-sale-jamhour-lebanon-RWI-RO60,1770714817
BL-BL-BL2124108,commercial_rent,Office Space,Spacious & Bright Office | Calm Location | 24/7,1500,USD / month,2,2,150,no,545,15,6,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/commercial-properties-lebanon/BL-BL-BL2124108/office_space-commercial-for-rent-baabda-lebanon-BL-BL-BL2124108,1770714817
RWR-cj5258,buy,Apartment,Small apartment in Biaqout for sale,110000,USD,2,2,100,no,139,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-cj5258/apartment-for-sale-biaqout-lebanon-RWR-cj5258,1770714818
BL-BL2118996,rent,Apartment,Stunning Interiors | Amazing Terraces | Open View,2000,USD / month,2,3,185,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2118996/apartment-for-rent-achrafieh-lebanon-BL-BL2118996,1770714818
RWR-cj546,buy,Apartment,Apartment with 4 bedrooms for sale in Jal el dib,220000,USD,4,3,220,no,939,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-cj546/apartment-for-sale-jal-el-dib-lebanon-RWR-cj546,1770714818
RWR-RG174,buy,Apartment,Duplex for sale in Biyada,595000,USD,4,4,350,no,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG174/apartment-for-sale-el-biyada-lebanon-RWR-RG174,1770714818
DW-DS-736,buy,Villa,Tranquil Villa For Sale in Ghazir,3300000,USD,10,8,1670,no,616,32,6,Dwelling,Charbel Karam,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-736/villa-for-sale-ghazir-lebanon-DW-DS-736,1770714818
RWR-RG229,buy,Duplex,Luxurious Duplex for sale in Biyada,1300000,USD,4,6,570,partly,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG229/duplex-for-sale-el-biyada-lebanon-RWR-RG229,1770714818
RWR-RG228,buy,Apartment,Apartment for Sale in Mtayleb,750000,USD,3,3,350,partly,760,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG228/apartment-for-sale-mtayleb-lebanon-RWR-RG228,1770714818
BL-BL2435887,rent,Apartment,Spacious | High End | Huge Terrace | Sea View,4500,USD / month,3,4,340,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2435887/apartment-for-rent-achrafieh-lebanon-BL-BL2435887,1770714818
BL-BL2333606,rent,Apartment,Modern & Bright | 3 PKG | Nice Balcony | Open Sea View,3500,USD / month,3,4,310,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2333606/apartment-for-rent-achrafieh-lebanon-BL-BL2333606,1770714818
BL-BL2332043,buy,Duplex,Stylish and Refined | Duplex | Large Balcony,1500000,USD,3,4,340,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2332043/duplex-for-sale-achrafieh-lebanon-BL-BL2332043,1770714818
BL-BL2435716,rent,Apartment,Spacious Apartment | Balcony | Prime Location,2500,USD / month,4,4,320,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2435716/apartment-for-rent-achrafieh-lebanon-BL-BL2435716,1770714818
RWI-RO41,buy,Apartment,Apartment for sale in Louaizeh,360000,USD,3,3,240,no,1200,15,6,Ray White Lebanon,Roy Hachem,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RO41/apartment-for-sale-louaizeh-lebanon-RWI-RO41,1770714818
LA-667,rent,Apartment,Modern| signature design | new building,1000,USD / month,2,3,235,no,212,24,6,Light Real Estate,Steve Khoury,https://www.realestate.com.lb/en/rent-properties-lebanon/LA-667/apartment-for-rent-dik-el-mehdi-lebanon-LA-667,1770714818
BL-BL2330828,commercial_rent,Office Space,Open Space Office | Terrace | Networked,4200,USD / month,1,2,215,yes,535,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/commercial-properties-lebanon/BL-BL2330828/office_space-commercial-for-rent-down-town-lebanon-BL-BL2330828,1770714818
BL-BL2015340,buy,Penthouse,Marvelous Penthouse | Private & Shared Pool | 24/7 Elec + Security,4200000,USD,5,5,500,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2015340/penthouse-for-sale-achrafieh-lebanon-BL-BL2015340,1770714818
RWR-RG207,buy,Duplex,Duplex 325m² + Terrace 70m² for sale in Biyada,550000,USD,3,5,349,no,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG207/duplex-for-sale-el-biyada-lebanon-RWR-RG207,1770714818
RWR-RG204,buy,Apartment,Apartment for sale in Biyada,775000,USD,4,6,345,no,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG204/apartment-for-sale-el-biyada-lebanon-RWR-RG204,1770714818
BL-BL2333007,commercial_buy,Office Space,Modern Interiors | Networked | Prime Location,360000,USD,2,1,80,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/commercial-properties-lebanon/BL-BL2333007/office_space-commercial-for-sale-achrafieh-lebanon-BL-BL2333007,1770714818
RWR-RG65,buy,Apartment,Apartment for sale in Dik el Mehdi,400000,USD,3,4,250,no,212,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG65/apartment-for-sale-dik-el-mehdi-lebanon-RWR-RG65,1770714818
RWR-RG201,buy,Apartment,Apartment 360m²+105m² terrace for sale in Biyada,830000,USD,3,4,360,no,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG201/apartment-for-sale-el-biyada-lebanon-RWR-RG201,1770714818
BL-BL-BL2331843,buy,Apartment,Reduced Price | Luxurious | Prime Loc. | Open View,2250000,USD,4,3,400,yes,105,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL-BL2331843/apartment-for-sale-saifi-lebanon-BL-BL-BL2331843,1770714819
BL-BL2333719,buy,Apartment,Amazing Property | Gym | 24/7 Elec + Security,1249999,USD,3,3,240,yes,105,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2333719/apartment-for-sale-saifi-lebanon-BL-BL2333719,1770714819
BL-BL2119392,buy,Apartment,Charming Apartment  | Amazing Location | Open View,1200000,USD,2,3,200,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2119392/apartment-for-sale-achrafieh-lebanon-BL-BL2119392,1770714819
HERO-S731,buy,Apartment,New Apt | Prime Location | Open View,500000,USD,2,3,150,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S731/apartment-for-sale-achrafieh-lebanon-HERO-S731,1770714819
RWR-RG194,buy,Apartment,Apartment for sale in prime Biyada,550000,USD,3,4,235,partly,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG194/apartment-for-sale-el-biyada-lebanon-RWR-RG194,1770714819
BL-BL2435624,buy,Apartment,ROI $40K | Stunningly Elegant Flat | Sea View | Pool & Gym,1300000,USD,3,3,300,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2435624/apartment-for-sale-achrafieh-lebanon-BL-BL2435624,1770714819
DW-DS-492,buy,Apartment,Elevated Luxury Living: Standalone House at St. Antonio- Tilal El Assal,450000,USD,3,3,660,no,652,32,6,Dwelling,Elie Melhem,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-492/apartment-for-sale-kfardebian-lebanon-DW-DS-492,1770714819
DW-DR-759,rent,Apartment,Furnished apartment Ain El Mrayse,18000,USD / year,2,3,165,yes,205,28,2,Dwelling,Jad Assaad,https://www.realestate.com.lb/en/rent-properties-lebanon/DW-DR-759/apartment-for-rent-ain-al-mraiseh-lebanon-DW-DR-759,1770714819
HERO-S737,buy,Apartment,Furnished Apt.| Pool & Gym | Prime Location,900000,USD,3,4,225,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S737/apartment-for-sale-achrafieh-lebanon-HERO-S737,1770714819
RWR-cj492,buy,Apartment,Apartment in Project in  Jal El Dib for sale,270000,USD,3,3,155,no,939,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-cj492/apartment-for-sale-jal-el-dib-lebanon-RWR-cj492,1770714819
GLRE-224427,buy,Apartment,"Apartment in Jal El Dib, Metn with Sea View",240000,USD,3,3,175,no,939,24,6,Golden Land,Golden Land,https://www.realestate.com.lb/en/buy-properties-lebanon/GLRE-224427/apartment-for-sale-jal-el-dib-lebanon-GLRE-224427,1770714819
BL-BL2333990,rent,Apartment,Fully Furnished | High End | 60 sqm Terrace,2000,USD / month,3,3,160,yes,1163,15,6,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2333990/apartment-for-rent-jamhour-lebanon-BL-BL2333990,1770714819
RWR-F633,buy,Apartment,Sea view furnished apartment for sale in Naqqache,330000,USD,3,3,201,yes,1265,24,6,Ray White Rabieh,Nadim Bitar,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-F633/apartment-for-sale-naqqache-lebanon-RWR-F633,1770714819
RWR-F632,commercial_buy,Warehouse,Warehouse for sale in Naqqache,300000,USD,,1,450,no,1265,24,6,Ray White Rabieh,Nadim Bitar,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWR-F632/warehouse-commercial-for-sale-naqqache-lebanon-RWR-F632,1770714819
BL-BL2122642,rent,Apartment,High End Furniture | Prime Area | Open View | 24/7,1500,USD / month,2,2,90,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2122642/apartment-for-rent-achrafieh-lebanon-BL-BL2122642,1770714819
BL-BL2329830,rent,Apartment,Luxurious  | Gym | Prime Location | Open View,3200,USD / month,4,5,400,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2329830/apartment-for-rent-achrafieh-lebanon-BL-BL2329830,1770714819
RWI-EA343,commercial_buy,Office Space,Office For Sale In A Prime Location,330000,USD,,1,100,no,285,24,6,Ray White Lebanon,Ray White Lebanon,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-EA343/office_space-commercial-for-sale-dekwaneh-lebanon-RWI-EA343,1770714819
BL-BL1906109,rent,Apartment,Amazing Flat | Pool & Gym | Open Kitchen | Breathtaking Open-View,2500,USD / month,3,3,220,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1906109/apartment-for-rent-achrafieh-lebanon-BL-BL1906109,1770714819
BL-BL2329825,buy,Apartment,Spacious |  Brand New Apartment | Open View,6000000,USD,4,4,340,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2329825/apartment-for-sale-achrafieh-lebanon-BL-BL2329825,1770714819
BL-BL2227639,rent,Apartment,Charming & Luxurious | Terrace | Open Sea View | 24/7,4166,USD / month,3,4,450,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2227639/apartment-for-rent-achrafieh-lebanon-BL-BL2227639,1770714819
RWR-RG168,buy,Apartment,Duplex 390m² for Sale ➖ Biyada Prime Location,550000,USD,4,4,390,no,796,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG168/apartment-for-sale-el-biyada-lebanon-RWR-RG168,1770714820
RWR-RWR-cj467,buy,Apartment,Get your Apartment by installment in Jal el Dib,180000,USD,2,2,106,no,939,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RWR-cj467/apartment-for-sale-jal-el-dib-lebanon-RWR-RWR-cj467,1770714820
DW-DS-930,buy,Apartment,Apartment with panoramic views!,500000,USD,3,3,250,no,796,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-930/apartment-for-sale-el-biyada-lebanon-DW-DS-930,1770714820
DW-DS-683,buy,Apartment,Breathtaking Seaside Haven in Kfaraabida,165000,USD,3,3,165,no,774,27,3,Dwelling,Samer jabbour,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-683/apartment-for-sale-kfar-aabida-lebanon-DW-DS-683,1770714820
DW-DS-687,buy,Apartment,Renovation Opportunity: Centrally Located 2-Bedroom Apartment,190000,USD,2,2,125,no,969,28,2,Dwelling,Inas,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-687/apartment-for-sale-achrafieh-lebanon-DW-DS-687,1770714820
RWR-RWR-MZ21,buy,Apartment,Brand New Apartment For Sale In Jal El Dib,380000,USD,3,3,190,no,939,24,6,Ray White Rabieh,Joseph Ohanian,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RWR-MZ21/apartment-for-sale-jal-el-dib-lebanon-RWR-RWR-MZ21,1770714820
BL-BL2435452,buy,Apartment,Luxurious Spacious Apartment | Open Kitchen | Amazing View,800000,USD,2,3,255,yes,292,15,6,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2435452/apartment-for-sale-yarzeh-lebanon-BL-BL2435452,1770714820
BL-BL2434866,buy,Apartment,Luxury life is Right Here | Pool & Gym | Open View,1300000,USD,4,5,375,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2434866/apartment-for-sale-achrafieh-lebanon-BL-BL2434866,1770714820
RWR-RG165,buy,Apartment,"For Sale - Modern 125m² Apartment with 80m² Terrace in Mazraat Yachouh – Fully Furnished, Ready to Move In!",190000,USD,2,2,155,yes,941,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG165/apartment-for-sale-mazraat-yachouh-lebanon-RWR-RG165,1770714820
RWR-RG161,buy,Apartment,For Sale ready to move in apartment in Ain Aar,500000,USD,3,4,275,partly,1084,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG161/apartment-for-sale-ain-aar-lebanon-RWR-RG161,1770714820
HERO-S701,buy,Apartment,Spacious Apt. | New Building | Perfect Location.,600000,USD,3,4,235,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S701/apartment-for-sale-achrafieh-lebanon-HERO-S701,1770714820
RWI-NM292,buy,Apartment,Luxurious apartment for sale in Yarzeh|Sea View,1450000,USD,4,6,450,yes,292,15,6,Ray White Lebanon,Nicolas Moukheiber,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-NM292/apartment-for-sale-yarzeh-lebanon-RWI-NM292,1770714820
RWI-NM293,buy,Apartment,Apartment for sale in Yarzeh|Garden,1000000,USD,3,5,360,yes,292,15,6,Ray White Lebanon,Nicolas Moukheiber,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-NM293/apartment-for-sale-yarzeh-lebanon-RWI-NM293,1770714820
BL-BL2330641,rent,Apartment,Amazing Property | Open Sea View | Pool | Gym,2500,USD / month,2,3,160,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2330641/apartment-for-rent-achrafieh-lebanon-BL-BL2330641,1770714820
BL-BL2333132,buy,Apartment,Spacious Flat | Great Location | 3 Balconies | Open View,750000,USD,3,3,200,yes,759,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2333132/apartment-for-sale-hamra-lebanon-BL-BL2333132,1770714820
RWR-RG147,buy,Apartment,For sale in Mtayleb massive 600m² apartment,1000000,USD,4,6,600,no,760,24,6,Ray White Rabieh,Raymond Ghosn,https://www.realestate.com.lb/en/buy-properties-lebanon/RWR-RG147/apartment-for-sale-mtayleb-lebanon-RWR-RG147,1770714820
RWV-MF34,commercial_rent,Office Space,Office for Rent in Ain Mreisseh,2750,USD / month,,3,300,yes,205,28,2,Ray White Verdun,Mohamad Ftouny,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWV-MF34/office_space-commercial-for-rent-ain-al-mraiseh-lebanon-RWV-MF34,1770714820
BL-BL2333838,buy,Apartment,Spacious Flat | Balcony | Calm Area,1635000,USD,3,4,285,no,535,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/buy-properties-lebanon/BL-BL2333838/apartment-for-sale-down-town-lebanon-BL-BL2333838,1770714820
BL-BL2118568,rent,Apartment,Spacious & Luxurious | Pool & Gym | Amazing Sea View,8333,USD / month,4,5,585,no,535,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2118568/apartment-for-rent-down-town-lebanon-BL-BL2118568,1770714820
RWI-CB19,buy,Apartment,Brand New Apartment For Sale in Ain Saadeh,425000,USD,4,5,240,no,1337,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-CB19/apartment-for-sale-ain-saadeh-lebanon-RWI-CB19,1770714820
RWI-CB20,buy,Duplex,Duplex for sale in Ain Saadeh,500000,USD,4,5,390,no,1337,24,6,Ray White Lebanon,Fida Bou Antoun,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-CB20/duplex-for-sale-ain-saadeh-lebanon-RWI-CB20,1770714821
DW-DS-904,buy,Duplex,Elegant Duplex Oasis with Pool and Panoramic Views in Rabieh,1300000,USD,4,4,520,yes,723,24,6,Dwelling,Jad Chkeir,https://www.realestate.com.lb/en/buy-properties-lebanon/DW-DS-904/duplex-for-sale-rabieh-lebanon-DW-DS-904,1770714821
GLRE-224036,buy,Land,"Prime Location Land in Jamhour, Baabda",1400000,USD,,,2727,no,1163,15,6,Golden Land,Golden Land,https://www.realestate.com.lb/en/buy-properties-lebanon/GLRE-224036/land-for-sale-jamhour-lebanon-GLRE-224036,1770714821
RWI-OA179,commercial_rent,Office Space,Office for Rent in Jdeideh Highway,1100,USD / month,4,1,130,no,211,24,6,Ray White Lebanon,Andrew Antoun,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWI-OA179/office_space-commercial-for-rent-jdeideh-lebanon-RWI-OA179,1770714821
