listing_id,status,property_type,title,price_usd,price_period,bedrooms,bathrooms,area_sqm,furnished,community_id,district_id,governorate_id,agency,agent_name,listing_url,scraped_at_utc
HERO-PF1110,rent,Apartment,Charming Apt. |Traditional Building | Large Balcony,1800,USD / month,3,2,170,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1110/apartment-for-rent-achrafieh-lebanon-HERO-PF1110,1770714743
HERO-PF1145,rent,Apartment,Front Sea View | Large Balcony | Prime Location,1600,USD / month,3,3,185,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1145/apartment-for-rent-achrafieh-lebanon-HERO-PF1145,1770714743
HERO-PF1130,rent,Apartment,New Building | New Apartment | New Furniture,2500,USD / month,3,3,200,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1130/apartment-for-rent-achrafieh-lebanon-HERO-PF1130,1770714743
HERO-PF442,rent,Apartment,Fully furnished Apt. | Close to ABC Mall |  Nice Balcony,1250,USD / month,2,4,165,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF442/apartment-for-rent-achrafieh-lebanon-HERO-PF442,1770714743
HERO-PF645,rent,Apartment,Unique Apartment With Private Garden & Terrace.,1500,USD / month,2,2,180,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF645/apartment-for-rent-achrafieh-lebanon-HERO-PF645,1770714743
HERO-PF666,rent,Apartment,3 BR Apartment | Front Sea View | Terrace,1500,USD / month,3,3,185,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF666/apartment-for-rent-achrafieh-lebanon-HERO-PF666,1770714743
HERO-PF1136,rent,Apartment,Spacious & Furnished Apt. | Huge Terrace | Prime Location,3500,USD / month,3,4,300,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1136/apartment-for-rent-achrafieh-lebanon-HERO-PF1136,1770714743
HERO-PF1149,rent,Apartment,The 5 Stars Apartment | Balcony | Sea View,4000,USD / month,2,3,250,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1149/apartment-for-rent-achrafieh-lebanon-HERO-PF1149,1770714743
HERO-PF1151,rent,Apartment,Cozy Apartment | Cozy Balcony | Calm Area,1050,USD / month,2,2,115,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1151/apartment-for-rent-achrafieh-lebanon-HERO-PF1151,1770714743
HERO-PF718,rent,Apartment,Charming Apartment | Terrace | Fully Furnished,950,USD / month,2,1,138,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF718/apartment-for-rent-achrafieh-lebanon-HERO-PF718,1770714743
MRE-M179,buy,Apartment,AlexandrelFully Renovated Furnished ApartmentlBalcony,290000,USD,2,2,135,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/buy-properties-lebanon/MRE-M179/apartment-for-sale-achrafieh-lebanon-MRE-M179,1770714743
BL-BL2333687,rent,Apartment,Modern Flat | Amazing View | Huge Balcony,1500,USD / month,3,3,195,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2333687/apartment-for-rent-achrafieh-lebanon-BL-BL2333687,1770714743
BL-BL2539790,rent,Apartment,Traditional & Charming | Terrace | 24/7 Electricity,2000,USD / month,3,3,220,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2539790/apartment-for-rent-achrafieh-lebanon-BL-BL2539790,1770714743
BL-BL2013472,rent,Apartment,Elegant Flat | Pool | Big Balcony | Sea View,2250,USD / month,2,3,145,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2013472/apartment-for-rent-achrafieh-lebanon-BL-BL2013472,1770714743
BL-BL2017444,rent,Apartment,Lovely Charming Flat | Terrace | View,3000,USD / month,3,3,195,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2017444/apartment-for-rent-achrafieh-lebanon-BL-BL2017444,1770714743
BL-BL2437306,rent,Apartment,Luxurious & Brand New | Great Finishing | Pool & Gym,3500,USD / month,3,4,300,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2437306/apartment-for-rent-achrafieh-lebanon-BL-BL2437306,1770714743
BL-BL2331889,rent,Apartment,Spacious & Modern | Security | Calm Area | Sea View,4200,USD / month,4,4,445,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2331889/apartment-for-rent-achrafieh-lebanon-BL-BL2331889,1770714743
BL-BL2016032,rent,Apartment,Modern Apartment | Nice Location | Open View,1500,USD / month,2,2,110,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2016032/apartment-for-rent-achrafieh-lebanon-BL-BL2016032,1770714743
AP-22446,rent,Apartment,112 Sqm | Apartment For Rent | In Achrafieh,2200,USD / month,2,3,112,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22446/apartment-for-rent-achrafieh-lebanon-AP-22446,1770714743
AP-22445,rent,Apartment,220 Sqm | Apartment For Rent | 24/7 Electricity,2700,USD / month,3,4,220,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22445/apartment-for-rent-achrafieh-lebanon-AP-22445,1770714743
AP-22327,buy,Apartment,230 Sqm | Apartment for Sale in Achrafieh,499000,USD,3,4,230,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22327/apartment-for-sale-achrafieh-lebanon-AP-22327,1770714743
HERO-S780,buy,Apartment,For Sale In Tabaris | 3BR | 270 Sqm | Cozy Balcony,750000,USD,3,4,270,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S780/apartment-for-sale-achrafieh-lebanon-HERO-S780,1770714743
RWV-HA86,commercial_buy,Show Room,Showroom For Sale in Unesco,2000000,USD,,2,500,no,1113,28,2,Ray White Verdun,Hassan Sammour,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWV-HA86/show_room-commercial-for-sale-unesco-lebanon-RWV-HA86,1770714743
RWV-HA248,commercial_buy,Land,Land for Sale in Achrafieh – Prime Location,2400000,USD,,,300,no,969,28,2,Ray White Verdun,Hassan Sammour,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWV-HA248/land-commercial-for-sale-achrafieh-lebanon-RWV-HA248,1770714743
INT-1,commercial_buy,Whole Building,Unique Riverfront Restaurant Complex | Hrajel & Kfardebian,693000,USD,,6,990,partly,798,32,6,INTESS,INTESS,https://www.realestate.com.lb/en/commercial-properties-lebanon/INT-1/whole_building-commercial-for-sale-hrajel-lebanon-INT-1,1770714743
AP-22444,rent,Apartment,Terrace | Shared Pool and Gym | For Rent in Downtown,3750,USD / month,1,2,120,yes,535,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22444/apartment-for-rent-down-town-lebanon-AP-22444,1770714744
AP-22443,rent,Apartment,140 Sqm - Apartment For Rent in Gemayzeh,1300,USD / month,3,4,140,no,213,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22443/apartment-for-rent-gemayzeh-lebanon-AP-22443,1770714744
AP-22427,buy,Apartment,Open View | 300 Sqm | Apartment For Sale In Achrafieh,950000,USD,3,4,300,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22427/apartment-for-sale-achrafieh-lebanon-AP-22427,1770714744
AP-22431,buy,Duplex,280 Sqm Duplex | High Ceiling for Sale In Badaro,780000,USD,3,4,280,no,577,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22431/duplex-for-sale-badaro-lebanon-AP-22431,1770714744
AP-22430,buy,Apartment,Sea View | 178 Sqm | Apartment for Sale in Achrafieh,799000,USD,2,4,178,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22430/apartment-for-sale-achrafieh-lebanon-AP-22430,1770714744
AP-22429,buy,Loft,Modern Loft | 185 Sqm | For Sale In Achrafieh,640000,USD,3,4,185,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22429/loft-for-sale-achrafieh-lebanon-AP-22429,1770714744
AP-22428,buy,Duplex,237 Sqm - Duplex for Sale in Achrafieh,480000,USD,4,4,237,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22428/duplex-for-sale-achrafieh-lebanon-AP-22428,1770714744
AP-22436,rent,Apartment,170 Sqm | Apartment For Rent in Achrafieh,2000,USD / month,2,4,170,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22436/apartment-for-rent-achrafieh-lebanon-AP-22436,1770714744
AP-22435,rent,Apartment,Fully Furnished | Apartment For Rent In Achrafieh,1700,USD / month,1,2,70,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22435/apartment-for-rent-achrafieh-lebanon-AP-22435,1770714744
AP-22434,rent,Apartment,Open View | High Ceiling | Apartment for Rent in Achrafieh,1500,USD / month,3,4,220,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22434/apartment-for-rent-achrafieh-lebanon-AP-22434,1770714744
AP-22433,rent,Apartment,Spacious Apartment For Rent in Achrafieh,1300,USD / month,2,2,105,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22433/apartment-for-rent-achrafieh-lebanon-AP-22433,1770714744
AP-22442,rent,Apartment,370 Sqm | Apartment for Rent in Downtown,4700,USD / month,3,5,370,no,535,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22442/apartment-for-rent-down-town-lebanon-AP-22442,1770714744
AP-22441,rent,Apartment,Open View | 250 Sqm | Apartment For Rent in Downtown,3950,USD / month,3,5,250,yes,535,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22441/apartment-for-rent-down-town-lebanon-AP-22441,1770714744
AP-22440,rent,Apartment,Open View | 300 Sqm | Apartment For Rent in Achrafieh,4200,USD / month,3,4,300,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22440/apartment-for-rent-achrafieh-lebanon-AP-22440,1770714744
AP-22439,rent,Apartment,Open View | 230 Sqm | 3 Master Bedrooms,2100,USD / month,3,5,230,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22439/apartment-for-rent-achrafieh-lebanon-AP-22439,1770714744
AP-22438,rent,Apartment,24/7 Electricity | 130 Sqm | Downtown,2999,USD / month,2,2,130,yes,535,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22438/apartment-for-rent-down-town-lebanon-AP-22438,1770714744
AP-22437,rent,Apartment,155 Sqm | Open View | Apartment For Rent In Achrafieh,1100,USD / month,2,4,155,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22437/apartment-for-rent-achrafieh-lebanon-AP-22437,1770714744
AP-22432,rent,Apartment,High Floor | Open View | Apartment For Rent in Achrafieh,1000,USD / month,2,2,110,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22432/apartment-for-rent-achrafieh-lebanon-AP-22432,1770714744
HERO-PF419,rent,Apartment,Large Terrace | In Z Heart Of Achrafieh | Gym & Kids Playground,2500,USD / month,3,5,300,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF419/apartment-for-rent-achrafieh-lebanon-HERO-PF419,1770714744
HERO-PF1128,rent,Apartment,Cozy & Modern | Open View | Cozy Balcony,1900,USD / month,2,3,135,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1128/apartment-for-rent-achrafieh-lebanon-HERO-PF1128,1770714744
HERO-PF1150,rent,Apartment,New Studio | New Furniture | Sharing Terrace,1250,USD / month,1,1,50,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1150/apartment-for-rent-achrafieh-lebanon-HERO-PF1150,1770714745
HERO-PF856,rent,Apartment,Modern Apartment | Nice Balcony | Front Sea View,2500,USD / month,3,3,180,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF856/apartment-for-rent-achrafieh-lebanon-HERO-PF856,1770714745
HERO-PF249,rent,Apartment,Move In Your Brand-New Apartment With Sea View,2500,USD / month,2,4,190,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF249/apartment-for-rent-achrafieh-lebanon-HERO-PF249,1770714745
RWI-RDH37,buy,Apartment,Apartment for sale in Achrafieh,900000,USD,3,3,250,no,969,28,2,Ray White Lebanon,Ralph Hajjar,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-RDH37/apartment-for-sale-achrafieh-lebanon-RWI-RDH37,1770714745
BL-BL2117832,rent,Apartment,Amazing Flat | Terrace | Sea View | Calm Area,2500,USD / month,3,3,230,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2117832/apartment-for-rent-achrafieh-lebanon-BL-BL2117832,1770714745
BL-BL2118893,rent,Apartment,Luxurious Flat | Fully Furnished | High End | Prime Location,2600,USD / month,4,4,378,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2118893/apartment-for-rent-achrafieh-lebanon-BL-BL2118893,1770714745
BL-BL2539661,rent,Apartment,Luxurious | Prime Location | Gym | Amazing View,3333,USD / month,3,3,300,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2539661/apartment-for-rent-achrafieh-lebanon-BL-BL2539661,1770714745
BL-BL1908610,rent,Apartment,Bright & Modern Flat | 24/7 Security | Prime Area,1400,USD / month,2,3,140,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL1908610/apartment-for-rent-achrafieh-lebanon-BL-BL1908610,1770714745
BL-BL2118728,rent,Apartment,Beautiful Flat | Great Location | Balconies,1200,USD / month,3,2,120,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2118728/apartment-for-rent-achrafieh-lebanon-BL-BL2118728,1770714745
BL-BL2437492,rent,Duplex,Spacious Duplex | Terrace | Prime Location,2000,USD / month,2,3,115,yes,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2437492/duplex-for-rent-achrafieh-lebanon-BL-BL2437492,1770714745
BL-BL2013611,rent,Apartment,Amazing & Sunny Flat | Balcony | Great View,1600,USD / month,3,3,210,no,969,28,2,Beirut Living,Johnny Assaf,https://www.realestate.com.lb/en/rent-properties-lebanon/BL-BL2013611/apartment-for-rent-achrafieh-lebanon-BL-BL2013611,1770714745
RWI-CM40,rent,Apartment,Apartment for Rent in Sad El Baouchriye – 200 sqm | Furnished,600,USD / month,2,2,200,yes,430,24,6,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/rent-properties-lebanon/RWI-CM40/apartment-for-rent-sad-el-baouchriyeh-lebanon-RWI-CM40,1770714745
RWI-CM39,buy,Apartment,Apartment for Sale in Dekwaneh – 178 sqm | Furnished,280000,USD,3,3,178,yes,285,24,6,Ray White Lebanon,Charbel Meaiky,https://www.realestate.com.lb/en/buy-properties-lebanon/RWI-CM39/apartment-for-sale-dekwaneh-lebanon-RWI-CM39,1770714745
HERO-S671,buy,Apartment,New Building | Perfect Location | Sea & Mountain View,750000,USD,3,4,236,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S671/apartment-for-sale-achrafieh-lebanon-HERO-S671,1770714745
HERO-S770,buy,Apartment,Beautiful Apartment | Balcony | Great Location,430000,USD,2,2,126,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S770/apartment-for-sale-achrafieh-lebanon-HERO-S770,1770714745
HERO-S778,buy,Apartment,High-End New Bldg. | Prime Location | 2 Generators,275000,USD,1,2,96,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S778/apartment-for-sale-achrafieh-lebanon-HERO-S778,1770714745
HERO-S779,buy,Apartment,Spacious & Furnished Apt. | Huge Terrace | Prime Location,1400000,USD,3,4,350,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/buy-properties-lebanon/HERO-S779/apartment-for-sale-achrafieh-lebanon-HERO-S779,1770714745
RWR-cj865,commercial_rent,Office Space,Office of 600sqm surronded by a  balcony with sea view in Jal el Dib,45000,USD / year,,4,600,no,939,24,6,Ray White Rabieh,Carmen Joueid,https://www.realestate.com.lb/en/commercial-properties-lebanon/RWR-cj865/office_space-commercial-for-rent-jal-el-dib-lebanon-RWR-cj865,1770714745
MRE-M140,rent,Apartment,Lovely Balconyl2 Bedrooms Modern Apartment,1000,USD / month,2,2,120,yes,969,28,2,Mirvat Real Estate,Mirvat El Harakeh,https://www.realestate.com.lb/en/rent-properties-lebanon/MRE-M140/apartment-for-rent-achrafieh-lebanon-MRE-M140,1770714745
HERO-PF1147,rent,Apartment,Elegant & Spacious Apt. | Pool & Gym | Prime Location,3500,USD / month,3,4,300,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1147/apartment-for-rent-achrafieh-lebanon-HERO-PF1147,1770714745
HERO-PF1087,rent,Apartment,Elegant & Spacious Apt. | Beautiful Bldg. | Calm Area,2000,USD / month,3,4,250,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1087/apartment-for-rent-achrafieh-lebanon-HERO-PF1087,1770714745
HERO-PF935,rent,Apartment,New Price | Rooftop Duplex | Large Terrace | Sea View,2000,USD / month,3,3,200,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF935/apartment-for-rent-achrafieh-lebanon-HERO-PF935,1770714745
HERO-PF671,rent,Apartment,luxurious & Spacious | Large Terrace | Open View,3500,USD / month,3,4,270,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF671/apartment-for-rent-achrafieh-lebanon-HERO-PF671,1770714745
HERO-PF964,rent,Apartment,Luminous Apt | Open View | Perfect Location,2000,USD / month,3,4,240,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF964/apartment-for-rent-achrafieh-lebanon-HERO-PF964,1770714745
HERO-PF1093,rent,Apartment,Cozy Apartment | Calm Area | Large Terrace,900,USD / month,2,2,170,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1093/apartment-for-rent-achrafieh-lebanon-HERO-PF1093,1770714745
HERO-PF280,rent,Apartment,Bright & Spacious Apartment | Calm Area | Cozy Balcony,1800,USD / month,4,4,280,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF280/apartment-for-rent-achrafieh-lebanon-HERO-PF280,1770714745
HERO-PF774,rent,Apartment,Spacious & Elegant Apartment | Gym & Pool | Large Balcony,3333,USD / month,4,5,450,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF774/apartment-for-rent-achrafieh-lebanon-HERO-PF774,1770714745
HERO-PF1141,rent,Apartment,New Apartment | New Building | Newly Furnished,1100,USD / month,1,1,60,yes,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1141/apartment-for-rent-achrafieh-lebanon-HERO-PF1141,1770714745
HERO-PF1154,rent,Apartment,Bright Apartment | Large Balcony | Amazing View,2000,USD / month,3,3,230,no,969,28,2,AgentHero of Lebanon,AgentHero of Lebanon,https://www.realestate.com.lb/en/rent-properties-lebanon/HERO-PF1154/apartment-for-rent-achrafieh-lebanon-HERO-PF1154,1770714745
AP-22416,rent,Loft,+ Terrace | Fully Furnished Loft For Rent In Achrafieh,2500,USD / month,2,4,245,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22416/loft-for-rent-achrafieh-lebanon-AP-22416,1770714745
AP-22415,rent,Apartment,Open View | Apartment For Rent in Achrafieh,2500,USD / month,3,3,200,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22415/apartment-for-rent-achrafieh-lebanon-AP-22415,1770714745
AP-22414,rent,Apartment,High End | 400 Sqm | Apartment for Rent in Achrafieh,3600,USD / month,4,5,400,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22414/apartment-for-rent-achrafieh-lebanon-AP-22414,1770714745
AP-22413,rent,Apartment,Sursock Street | 700 Sqm | Sea View,6800,USD / month,4,6,700,no,1224,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22413/apartment-for-rent-sursock-lebanon-AP-22413,1770714745
AP-22412,rent,Apartment,Sea View - 280 Sqm - Apartment for Rent in Achrafieh,2490,USD / month,3,4,280,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22412/apartment-for-rent-achrafieh-lebanon-AP-22412,1770714745
AP-22411,buy,Apartment,Golden Area | 600 Sqm | Apartment For Sale,2200000,USD,4,6,600,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22411/apartment-for-sale-achrafieh-lebanon-AP-22411,1770714745
AP-22410,buy,Apartment,60 Sqm | Shared Garden and Gym | for Sale In Achrafieh,315000,USD,1,1,60,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22410/apartment-for-sale-achrafieh-lebanon-AP-22410,1770714745
AP-22409,buy,Apartment,Golden Area | Spacious Terrace | 325 Sqm,900000,USD,3,4,325,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22409/apartment-for-sale-achrafieh-lebanon-AP-22409,1770714745
AP-22408,buy,Apartment,Open Panoramic Sea View | Apartment for Sale in Acharfieh,990000,USD,4,5,260,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22408/apartment-for-sale-achrafieh-lebanon-AP-22408,1770714745
AP-22407,buy,Apartment,Luxurious | Open Sea/Mountain View | For Sale,5500000,USD,4,6,600,yes,1224,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/buy-properties-lebanon/AP-22407/apartment-for-sale-sursock-lebanon-AP-22407,1770714745
AP-22419,rent,Apartment,Shared Gym & Pool | 300 Sqm | Apartment for Rent in Achrafieh,3790,USD / month,3,5,300,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22419/apartment-for-rent-achrafieh-lebanon-AP-22419,1770714746
AP-22418,rent,Penthouse,Terrace | 400 Sqm | Penthouse for Rent In Achrafieh,5000,USD / month,3,3,400,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22418/penthouse-for-rent-achrafieh-lebanon-AP-22418,1770714746
AP-22417,rent,Apartment,"Shared Sauna, Pool and Gym | High End Furniture",3300,USD / month,2,3,178,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22417/apartment-for-rent-achrafieh-lebanon-AP-22417,1770714746
AP-22426,rent,Apartment,Open View | Apartment For Rent in Achrafieh,2200,USD / month,3,5,220,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22426/apartment-for-rent-achrafieh-lebanon-AP-22426,1770714746
AP-22425,rent,Apartment,Open View | Unfurnished Apartment For Rent in Achrafieh,1350,USD / month,2,3,135,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22425/apartment-for-rent-achrafieh-lebanon-AP-22425,1770714746
AP-22424,rent,Apartment,High Floor | 300 Sqm | Apartment For Rent In Sursock,3500,USD / month,3,5,300,no,1224,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22424/apartment-for-rent-sursock-lebanon-AP-22424,1770714746
AP-22423,rent,Apartment,300 Sqm | Open View | Apartment For Rent In Achrafieh,3200,USD / month,3,5,300,partly,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22423/apartment-for-rent-achrafieh-lebanon-AP-22423,1770714746
AP-22422,rent,Duplex,375 Sqm - Luxury Duplex For Rent In Achrafieh,3000,USD / month,3,4,375,no,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22422/duplex-for-rent-achrafieh-lebanon-AP-22422,1770714746
AP-22421,rent,Apartment,Refined Modernity and luxury | Ideal Location | Open View,4200,USD / month,2,4,240,yes,969,28,2,Achrafieh Properties,Achrafieh Properties,https://www.realestate.com.lb/en/rent-properties-lebanon/AP-22421/apartment-for-rent-achrafieh-lebanon-AP-22421,1770714746
